"lang"
{
"Language"	"dutch"
"Tokens"
{
"npc_dota_hero_antimage_bio"	"De monniken van Turstarkuri keken vanaf hun bergklooster naar de lager gelegen ruige valleien hoe golf na golf van indringers door de lagere koninkrijken stormden. Ascetisch en pragmatisch, in hun afgelegen kloosterarendsnest bleven zij afzijdig van de alledaagse strijd, gehuld in meditatie die geen goden of magische elementen kende. Toen kwam de Legion van de Dead God, kruisvaarders met een sinistere opdracht om alle lokale aanbidding te vervangen met hun Unliving Lords giftige nihilosofie. Van een landschap, dat duizenden jaren niets anders kende dan bloed en strijd, trokken zij de zielen en de beenderen uit talloze gevallen legioenen en zetten hen op tegen de Turstarkuri. Het klooster stond amper 14 dagen tegen de aanval en de weinige monniken die de moeite namen om uit hun meditaties te komen, geloofden dat de indringers demonische visioenen waren, gestuurd om hen af te leiden van de meditatie. Zij stierven waar zij zaten op hun zijden kussens. Slechts één jonge man overleefde--een bedevaartganger die was gekomen als een misdienaar op zoek naar wijsheid, maar die nog niet toegelaten was tot het klooster. In afgrijzen keek de jongen toe hoe de monniken, aan wie hij thee en brandnetels had gediend, als eerste afgeslacht werden om weder op te staan en toe te treden tot de rangen van het priesterschap van de Dead God. Met niets meer dan een paar van de waardevolle dogmatische rollen van Turstarkuri, sloop hij weg naar de betrekkelijke veiligheid van andere landen, al zwerend om niet alleen de magiegebruikers van de Dead God uit te roeien -- maar om een einde te maken aan alle magie. "
"[english]npc_dota_hero_antimage_bio"	"The monks of Turstarkuri watched the rugged valleys below their mountain monastery as wave after wave of invaders swept through the lower kingdoms. Ascetic and pragmatic, in their remote monastic eyrie they remained aloof from mundane strife, wrapped in meditation that knew no gods or elements of magic. Then came the Legion of the Dead God, crusaders with a sinister mandate to replace all local worship with their Unliving Lord's poisonous nihilosophy. From a landscape that had known nothing but blood and battle for a thousand years, they tore the souls and bones of countless fallen legions and pitched them against Turstarkuri. The monastery stood scarcely a fortnight against the assault, and the few monks who bothered to surface from their meditations believed the invaders were but demonic visions sent to distract them from meditation. They died where they sat on their silken cushions. Only one youth survived--a pilgrim who had come as an acolyte, seeking wisdom, but had yet to be admitted to the monastery. He watched in horror as the monks to whom he had served tea and nettles were first slaughtered, then raised to join the ranks of the Dead God's priesthood. With nothing but a few of Turstarkuri's prized dogmatic scrolls, he crept away to the comparative safety of other lands, swearing to obliterate not only the Dead God's magic users--but to put an end to magic altogether. "
"npc_dota_hero_queenofpain_bio"	"De Ecclesiast-koning van Elze koesterde een verlangen voor pijn--verboden pijn. In een minder prominent politiek figuur kunnen zulke verlangens als onverstandig worden ervaren, maar in een vorst van zijn niveau zou het vervullen van zulke verlangens de deugdelijkheid van de Heilige Troon bedreigen. Daarom keerde de koning zich tot zijn kerker vol met demonologisten, waarbij hij vrijheid beloofde aan degene die een persoonlijke succubus van kwelling kon oproepen en volledig binden naar zijn dienst. Het schepsel dat arriveerde, genaamd Akasha, gaf hem zulke volmaakte kwellingen dat hij haar zijn Geheime Koningin noemde en hij begon al zijn vrije tijd te besteden op haar pijnbank--waarbij hij uiteindelijk afstand deed van al zijn verantwoordelijkheden in zijn zoektocht naar de pijnlijke verlangens die alleen zij kon vervullen. De Queen of Pain kon hem naar het randje van de dood brengen, maar ze was rune-gebonden om hem te laten leven. De uiteindelijke verwaarlozing van zijn koninkrijk veroorzaakte een opstand. Hij werd uit zijn kamer gesleept en van de Tower of Invocations gegooid en op het moment van zijn dood werd de Queen of Pain losgelaten in de wereld, vrij van haar slavernij--vrij om haar kwellingen los te laten op iedereen die zij het waard vond opgemerkt te worden."
"[english]npc_dota_hero_queenofpain_bio"	"The Ecclesiast-King of Elze nursed a desire for pain--forbidden pain. In a less prominent political figure, such desires might be considered unwise, but in a monarch of his stature, to satisfy such thirsts would have threatened the virtue of the Divine Throne itself. Therefore he turned to his dungeon full of demonologists, promising freedom to whoever could summon a personal succubus of torment and bind it entirely to his service. The creature who arrived, Akasha by name, visited upon him such exquisite torments that he named her his Secret Queen, and he began to spend all his spare moments submitting to her clever torments--eventually abdicating all his responsibilities in his pursuit of the painful pleasures that only she could bring. Queen of Pain could bring him to the brink of death, but she was rune-bound to keep him alive. At last the King's neglect of state brought on an uprising. He was dragged from his chamber and hurled from the Tower of Invocations, and at the moment of death, Queen of Pain was let loose into the world, freed from servitude--freed to visit her sufferings on anyone she deigned to notice."
"npc_dota_hero_lina_bio"	"De rivaliteit tussen Lina de Slayer en haar jongere zus Rylai de Crystal Maiden was het voer voor legendes in de gematigde regio waar ze hun ruzieachtige jeugd samen doorbrachten. Lina had altijd het voordeel, want terwijl Crystal argeloos en naïef was, was Lina's vurige ijver gematigd door sluwheid en achterbaksheid. De verbitterde ouders van deze onverenigbare zussen verloren een half dozijn aan huizen, waarbij ze er één verloren aan vuur en de volgende aan ijs, voordat ze realiseerden dat het leven veel simpeler zou zijn als hun kinderen gescheiden waren. Als de oudste werd Lina naar het verre zuiden gestuurd om te leven met een geduldige tante in de hete Misrule-woestijn, een klimaat die comfortabeler was voor de vurige Slayer. Haar aankomst liet een behoorlijke indruk achter op de slaapverwekkende plaatselijke bewoners en meer dan één zogenaamde minnaar verbrandde zijn vingers of ging weg met verschroeide wenkbrauwen, zijn toenaderingen afgewezen. Lina is trots en zelfverzekerd en niets kan haar vlammen bevochtigen."
"[english]npc_dota_hero_lina_bio"	"The sibling rivalries between Lina the Slayer, and her younger sister Rylai, the Crystal Maiden, were the stuff of legend in the temperate region where they spent their quarrelsome childhoods together. Lina always had the advantage, however, for while Crystal was guileless and naive, Lina's fiery ardor was tempered by cleverness and conniving. The exasperated parents of these incompatible offspring went through half a dozen homesteads, losing one to fire, the next to ice, before they realized life would be simpler if the children were separated. As the oldest, Lina was sent far south to live with a patient aunt in the blazing Desert of Misrule, a climate that proved more than comfortable for the fiery Slayer. Her arrival made quite an impression on the somnolent locals, and more than one would-be suitor scorched his fingers or went away with singed eyebrows, his advances spurned. Lina is proud and confident, and nothing can dampen her flame."
"npc_dota_hero_mirana_bio"	"Als bloedprinses geboren in een koninklijke familie en als opvolger voor de Solar Throne, gaf Mirina vrijwillig elk eigendom op van onbelangrijke titels of land, toen ze zich volledig toelegde tot het dienen van Selemena, Godin van de Maan. Mirina, sindsdien gekend als Prinses van de Maan, sluipt door de Nightsilver Woods op zoek naar iedereen die het zou aandurven de heilige lichtgevende lotus van de zilveren wateren te stelen van de Godin. Rijdend op een enorme allesverslindende kat, staat ze klaar, trots en zonder vrees, afgestemd op de zin van de maan en de stand van de hogere sterrenbeelden. Haar boog, gepunt met scherpe scherven van maanerts, trekt de kracht van de maan aan om haar lichtpijlen op te laden."
"[english]npc_dota_hero_mirana_bio"	"Born to a royal family, a blood princess next in line for the Solar Throne, Mirana willingly surrendered any claim to mundane land or titles when she dedicated herself completely to the service of Selemene, Goddess of the Moon. Known ever since as Princess of the Moon, Mirana prowls the sacred Nightsilver Woods searching for any who would dare poach the sacred luminous lotus from the silvery pools of the Goddess's preserve. Riding on her enormous feline familiar, she is poised, proud and fearless, attuned to the phases of the moon and the wheeling of the greater constellations. Her bow, tipped with sharp shards of lunar ore, draws on the moon's power to charge its arrows of light."
"npc_dota_hero_furion_bio"	"Wanneer Verodicia, Goddess of the Woods, klaar was met het invullen van de groene plekken, de opgerolde geesten in het zaad had geplant, de kronkelende waters vanuit diep in de rotsen had gelokt en de zon gezworen had de volle aandacht te hebben voor de groeiende dingen, realiseerde ze zich dat haar eigen tijd tot een einde kwam en dat ze als één van de bladeren, wiens lot ze in het zaad geprent had, zou vallen zonder haar droom verwezenlijkt te zien worden. Het deed haar pijn om de wereld te verlaten zonder dit mee te maken, want de spruiten waren nog niet eens uit de grond gebroken--en ze zouden teder en kwetsbaar zijn voor iedere vorm van schade. Ze vond in haar zaadbuidel nog één laatste zaad die ze gemist had tijdens het zaaien. Ze sprak een enkel woord uit over het zaad en slikte het in terwijl ze viel. Haar enorme lichaam brak af tijdens de lange winter en werd de humus die de kiemplanten in het voorjaar zou voeden. En op de ochtend van de lente-equinox, voordat de rest van het bos begon te ontwaken, dat laatste zaadje rijpte en barstte in een oogwenk. Daaruit stapte Nature's Prophet, met volle bladeren, sterk en wijs, in het bezit van Verodicia's kracht om te voorzien waar hij het meest nodig zou zijn ter verdediging van de groene plekken--en ieder die zich gelukkig mag prijzen om hem een bondgenoot te kunnen noemen."
